"","date","companyId","jobId","country","stateProvince","city","avgOverallRating","numReviews","industry","normTitle","normTitleCategory","descriptionCharacterLength","descriptionWordCount","experienceRequired","estimatedSalary","salaryCurrency","jobLanguage","supervisingJob","licenseRequiredJob","educationRequirement","jobAgeDays","clicks","localClicks"
"53",2016-10-01,"company00052","job0000052","US","NC","Winston-Salem",3.4,72,NA,"operations manager","management",3817,610,NA,31600,"USD","EN",0,1,"High school",29,25,0
"54",2016-10-01,"company00053","job0000053","US","MO","St. Louis",3.9,83,NA,"dental assistant","meddental",2294,360,0.5,30400,"USD","EN",0,0,"High school",29,10,2
"55",2016-10-01,"company00054","job0000054","US","NY","New York",3.5,96,NA,"registered nurse","mednurse",2125,342,NA,41600,NA,"EN",0,1,"None",29,27,0
"56",2016-10-01,"company00055","job0000055","US","AZ","Fort Huachuca",2.1,75,NA,"senior software engineer","techsoftware",5180,749,9,120600,NA,"EN",0,1,"Higher education",28,9,1
"57",2016-10-01,"company00056","job0000056","US","MA","Somerville",0,NA,NA,"receptionist","admin",898,173,1,24300,NA,"EN",0,0,"High school",28,10,2
"58",2016-10-01,"company00057","job0000057","US","CA","Costa Mesa",0,NA,NA,"receptionist","admin",2119,321,1,20300,"USD","EN",0,0,"High school",27,16,4
"59",2016-10-01,"company00058","job0000058","CA","ON","Waterdown",0,NA,NA,NA,NA,158,24,NA,29500,"CAD","EN",0,0,"None",26,16,2
"60",2016-10-01,"company00059","job0000059","DE","NI","Braunschweig",0,NA,NA,"produktionshelfer","manufacturing",1857,321,NA,19900,NA,"DE",NA,NA,NA,25,16,2
"61",2016-10-01,"company00060","job0000060","US","PA","Allentown",3.3,67,NA,"medical receptionist","admin",661,97,NA,26600,NA,"EN",0,1,"High school",25,29,8
"62",2016-10-01,"company00061","job0000061","US","MN","Richfield",3.9,111,NA,"senior network engineer","techhelp",4246,676,7,124800,NA,"EN",0,1,"Higher education",24,8,0
"63",2016-10-01,"company00062","job0000062","US","IL","Chicago",4,60,NA,"sales representative","sales",589,104,NA,51500,NA,"EN",0,0,"None",24,19,0
"64",2016-10-01,"company00063","job0000063","US","MI","Gaylord",0,NA,NA,"babysitter/nanny","childcare",392,131,NA,23600,"USD","EN",0,0,"None",24,3,3
"65",2016-10-01,"company00064","job0000064","US","NJ","Princeton",0,NA,NA,"food runner","food",584,111,NA,19800,NA,"EN",0,0,"None",23,9,3
"66",2016-10-01,"company00065","job0000065","US","CO","Denver",4.2,67,NA,"case manager","service",2859,404,5,59000,NA,"EN",0,1,"Higher education",22,14,14
"67",2016-10-01,"company00066","job0000066","US","MN","Clearwater",0,NA,NA,NA,NA,549,167,NA,20600,"USD","EN",0,0,"None",22,9,3
"68",2016-10-01,"company00067","job0000067","US","NY","Rye Brook",3.7,75,NA,"learning and development manager","management",5796,811,3,57900,NA,"EN",0,0,"Higher education",22,10,3
"69",2016-10-01,"company00068","job0000068","US","CA","Cabazon",3.5,113,NA,"casino dealer","uncategorized",2537,448,2,23100,NA,"EN",0,0,"High school",21,21,3
"70",2016-10-01,"company00069","job0000069","US","CA","Delano",0,NA,NA,"equipment operator","construction",4399,645,NA,26800,NA,"EN",0,0,"High school",21,20,0
"71",2016-10-01,"company00001","job0000070","US","MA","Needham",4,551,"HEALTH_CARE","nursing supervisor","mednurse",3617,621,5,63000,NA,"EN",1,1,"Higher education",21,3,3
"72",2016-10-01,"company00070","job0000071","US","GA","Swainsboro",5,73,NA,"physician","meddr",889,233,NA,206600,"USD","EN",0,1,"None",21,6,0
"73",2016-10-01,"company00071","job0000072","US","IN","Indianapolis",0,NA,NA,"counselor","service",2711,357,3,52300,NA,"EN",0,1,"Higher education",20,17,3
"74",2016-10-01,"company00072","job0000073","US","AZ","Glendale",3.5,241,"RETAIL","receiver","warehouse",3041,441,1,26600,NA,"EN",1,0,"None",20,5,4
"75",2016-10-01,"company00073","job0000074","US","AZ","Phoenix",0,NA,NA,NA,NA,103,27,NA,42700,NA,"EN",0,0,"None",19,8,1
"76",2016-10-01,"company00074","job0000075","US","MI","Grand Rapids",0,NA,NA,"community manager","marketing",4677,688,2,52200,NA,"EN",1,1,"None",18,43,10
"77",2016-10-01,"company00075","job0000076","US","CT","Hartford",0,NA,NA,"desktop support technician","customer",5992,997,NA,39000,"USD","EN",0,0,"High school",18,120,6
"78",2016-10-01,"company00076","job0000077","US","OH","Green Springs",0,NA,NA,"school secretary","admin",776,128,NA,21700,"USD","EN",0,0,"High school",18,5,2
"79",2016-10-01,"company00077","job0000078","US","AZ","Chandler",4,74,NA,"department manager","uncategorized",4269,784,NA,55800,NA,"EN",0,0,"High school",18,12,2
"80",2016-10-01,"company00078","job0000079","US","MI","Dearborn",4.2,542,NA,NA,NA,2004,277,3,87100,NA,"EN",0,0,"Higher education",18,34,2
"81",2016-10-01,"company00079","job0000080","US","IN","Indianapolis",4,69,NA,"medical assistant","medtech",3475,574,2,29800,NA,"EN",0,1,"None",17,36,9
"82",2016-10-01,"company00080","job0000081","US","KY","Louisville",0,NA,NA,"general manager","management",370,93,10,37700,NA,"EN",0,0,"None",17,9,1
"83",2016-10-01,"company00081","job0000082","US","ID",NA,0,NA,NA,"physical therapist","therapy",2198,334,NA,58700,NA,"EN",0,1,"None",17,22,1
"84",2016-10-01,"company00082","job0000083","DE","SN","Leipzig",4,42,NA,"teamleiter einkauf","accounting",1741,218,NA,32200,NA,"DE",NA,NA,NA,15,10,1
"85",2016-10-01,"company00083","job0000084","DE","BW","Stuttgart",3.5,12,NA,"praktikant marketing","marketing",2260,323,NA,24200,NA,"DE",NA,NA,NA,15,30,2
"86",2016-10-01,"company00084","job0000085","US","FL","Tamarac",0,NA,NA,"bagger","retail",2431,404,NA,18200,NA,"EN",0,0,"None",15,4,0
"87",2016-10-01,"company00085","job0000086","US","TN","Nashville",4,107,NA,"pharmacy technician","pharmacy",840,162,NA,28100,NA,"EN",0,0,"None",16,6,0
"88",2016-10-01,"company00086","job0000087","US","TX","Waco",3.9,71,NA,"fleet mechanic","install",1138,148,3,34200,NA,"EN",0,1,"None",16,9,4
"89",2016-10-01,"company00087","job0000088","CA","BC","Burnaby",0,NA,"HUMAN_RESOURCES_AND_STAFFING","anti money laundering analyst","finance",1547,267,3,44200,"CAD","EN",0,0,"None",15,22,3
"90",2016-10-01,"company00088","job0000089","US","CO","Denver",3.9,101,NA,"regional manager","management",2193,346,4,60100,NA,"EN",0,0,"Higher education",15,11,0
"91",2016-10-01,"company00089","job0000090","US","NY","Bronx",3.4,31,NA,"maintenance mechanic","install",1910,360,NA,32900,NA,"EN",0,0,"None",15,22,12
"92",2016-10-01,"company00090","job0000091","US","PA","West Chester",0,NA,NA,"babysitter/nanny","childcare",365,149,NA,25000,NA,"EN",0,0,"None",15,21,9
"93",2016-10-01,"company00091","job0000092","US","DC","Washington",0,NA,NA,"configuration manager","techhelp",3701,563,6,105700,NA,"EN",1,0,"Higher education",15,6,1
"94",2016-10-01,"company00092","job0000093","US","IL","Romeoville",0,NA,NA,"quality engineer","engid",2846,467,7,86900,"USD","EN",0,0,"Higher education",14,2,0
"95",2016-10-01,"company00093","job0000094","CA","MB","Winnipeg",3.9,54,"CONSULTING_AND_BUSINESS_SERVICES","business development specialist","sales",2929,521,1,87600,NA,"EN",0,0,"None",14,7,1
"96",2016-10-01,"company00094","job0000095","US","CA","La Jolla",0,NA,NA,"emergency medicine physician","meddr",1328,254,NA,192700,NA,"EN",0,0,"None",14,28,0
"97",2016-10-01,"company00095","job0000096","US","MI","Allen Park",3.4,127,NA,"program manager","project",2480,456,2,60000,NA,"EN",1,0,"Higher education",14,11,3
"98",2016-10-01,"company00096","job0000097","US","NC","Mooresville",0,NA,NA,"information security analyst","techinfo",4592,707,3,103200,NA,"EN",0,1,"Higher education",13,5,4
"99",2016-10-01,"company00097","job0000098","US","VA","Stafford",0,NA,NA,NA,NA,2364,432,NA,30700,NA,"EN",0,0,"None",12,26,3
"100",2016-10-01,"company00098","job0000099","US","MS","Batesville",3.6,173,"AGRICULTURE_AND_EXTRACTION","machine operator","manufacturing",985,176,NA,29600,NA,"EN",0,0,"High school",12,42,5
"101",2016-10-01,"company00099","job0000100","US","CA",NA,4.3,111,"ORGANIZATION","youth counselor","service",2394,401,NA,29900,NA,"EN",0,1,"Higher education",12,9,3
"102",2016-10-01,"company00100","job0000101","US","UNKNOWN",NA,3.3,130,"CONSTRUCTION","customer service manager","customer",2009,308,NA,28400,NA,"EN",0,0,"None",12,34,2
"103",2016-10-01,"company00101","job0000102","US","MN","Crosby",3.3,88,NA,"receptionist","admin",1609,222,NA,25100,NA,"EN",0,1,"High school",11,22,2
"104",2016-10-01,"company00102","job0000103","US","MI","Allen Park",0,NA,"ENERGY_AND_UTILITIES","technician","install",736,174,NA,34100,NA,"EN",0,1,"High school",11,11,3
"105",2016-10-01,"company00103","job0000104","US","MI","Addison",3.6,43,NA,"front end developer","techsoftware",2098,329,3,102400,NA,"EN",0,0,"High school",11,8,2
"106",2016-10-01,"company00090","job0000105","US","IL","Orland Park",0,NA,NA,"babysitter/nanny","childcare",214,73,NA,25600,NA,"EN",0,0,"None",11,13,1
"107",2016-10-01,"company00104","job0000106","US","MA","Boston",3.3,101,NA,"videographer/editor","media",2525,428,3,41200,NA,"EN",0,0,"None",11,21,1
"108",2016-10-01,"company00105","job0000107","US","CA","Santa Monica",0,NA,NA,"operating room technician","medtech",1991,305,2,36500,"USD","EN",0,1,"High school",11,23,0
"109",2016-10-01,"company00106","job0000108","US","MA","Boston",4,451,NA,"senior customer service representative","customer",2740,449,3,36300,NA,"EN",0,1,"Higher education",10,28,2
"110",2016-10-01,"company00107","job0000109","US","MD","Frederick",3.8,92,NA,"customer service representative","customer",1138,184,3,23500,NA,"EN",0,0,"None",11,21,7
"111",2016-10-01,"company00090","job0000110","DE","BY","Haag in Oberbayern",0,NA,NA,"angestellte","uncategorized",1696,250,NA,19100,NA,"DE",NA,NA,NA,10,26,2
"112",2016-10-01,"company00108","job0000111","US","KY","Owensboro",3.9,29,NA,"retail sales associate","retail",1164,239,NA,31900,NA,"EN",0,0,"None",10,36,36
"113",2016-10-01,"company00090","job0000112","CA","AB","Calgary",0,NA,NA,"housekeeper","sanitation",603,157,NA,33800,NA,"EN",0,0,"None",10,31,31
"114",2016-10-01,"company00109","job0000113","US","TX","Dallas",4.1,14,"CONSTRUCTION","superintendent","management",4563,658,5,65200,NA,"EN",1,1,"High school",9,22,1
"115",2016-10-01,"company00110","job0000114","US","MO",NA,0,NA,NA,"vice president","management",3741,548,8,139500,"USD","EN",0,0,"Higher education",9,32,1
"116",2016-10-01,"company00111","job0000115","US","TX","Waco",0,NA,NA,"laboratory technician","medtech",1359,247,1,34300,NA,"EN",0,0,"Higher education",9,23,4
"117",2016-10-01,"company00112","job0000116","US","MI","Inkster",0,NA,NA,"retail sales associate","retail",1901,354,NA,22100,NA,"EN",0,0,"None",8,19,4
"118",2016-10-01,"company00113","job0000117","US","MA","Springfield",0,NA,NA,"respiratory care practitioner","medtech",1276,204,1,49200,NA,"EN",0,1,"None",8,5,2
"119",2016-10-01,"company00114","job0000118","US","NY","Albany",5,18,NA,"research technician","science",2452,384,NA,41100,"USD","EN",0,0,"Higher education",8,54,8
"120",2016-10-01,"company00090","job0000119","DE","BW","Crailsheim",0,NA,NA,NA,NA,276,45,NA,23600,NA,"DE",NA,NA,NA,8,20,0
"121",2016-10-01,"company00115","job0000120","US","FL","Haines City",3.7,80,NA,"mechanic","install",4391,682,0.5,23300,NA,"EN",0,0,"Higher education",8,31,0
"122",2016-10-01,"company00116","job0000121","US","AZ","Tucson",3.8,31,NA,"patient assistant","medtech",6310,945,NA,28100,NA,"EN",0,1,"High school",8,19,17
"123",2016-10-01,"company00117","job0000122","US","CA","Venice",0,NA,NA,NA,NA,122,79,NA,42500,NA,"EN",0,0,"None",8,25,2
"124",2016-10-01,"company00118","job0000123","US","CA","San Francisco",3.7,12,NA,"loss prevention manager","protective",4198,672,NA,24700,NA,"EN",0,1,"High school",8,8,1
"125",2016-10-01,"company00090","job0000124","US","VA","Glen Allen",0,NA,NA,"babysitter/nanny","childcare",379,84,NA,25800,NA,"EN",0,0,"None",6,12,2
"126",2016-10-01,"company00118","job0000125","US","ID","Coeur d'Alene",3.7,12,NA,"receiver","warehouse",3847,536,NA,17800,NA,"EN",0,0,"None",7,3,1
"127",2016-10-01,"company00119","job0000126","US","NY","New York",0,NA,NA,"mathematics teacher","education",689,182,NA,34200,"USD","EN",0,1,"High school",7,25,1
"128",2016-10-01,"company00090","job0000127","US","RI","Westerly",0,NA,NA,"pet sitter","veterinary",158,83,NA,26900,NA,"EN",0,0,"None",6,33,7
"129",2016-10-01,"company00120","job0000128","US","MI","Lansing",3.9,30,NA,"analyst","math",2923,466,2,54800,"USD","EN",0,0,"Higher education",5,42,0
"130",2016-10-01,"company00121","job0000129","US","ME","Portland",0,NA,NA,NA,NA,83,68,NA,38800,NA,"EN",0,0,"None",5,13,3
"131",2016-10-01,"company00122","job0000130","US","FL","Fort Myers",0,NA,NA,"commercial electrician","construction",1034,152,5,45300,NA,"EN",0,1,"None",4,17,0
"132",2016-10-01,"company00123","job0000131","US","MA","Boston",3.7,7,NA,"integration manager","management",2863,452,5,104700,NA,"EN",1,0,"Higher education",4,22,2
"133",2016-10-01,"company00124","job0000132","US","UNKNOWN",NA,3.4,139,NA,"training coordinator","education",5384,768,2,46900,NA,"EN",1,0,"Higher education",5,50,4
"134",2016-10-01,"company00125","job0000133","US","CT","Windsor Locks",0,NA,NA,"merchandising associate","retail",1185,226,NA,24900,NA,"EN",0,1,"High school",5,36,3
"135",2016-10-01,"company00126","job0000134","US","CO","Denver",0,NA,NA,"client services","sales",6291,909,10,107400,NA,"EN",1,0,"Higher education",4,36,18
"136",2016-10-01,"company00127","job0000135","US","MO","Springfield",0,NA,NA,"senior operator","install",1249,189,1,22900,NA,"EN",0,0,"High school",4,115,42
"137",2016-10-01,"company00128","job0000136","US","IA","Des Moines",3,70,NA,"office coordinator","admin",2289,378,1,25200,NA,"EN",0,0,"High school",4,14,3
"138",2016-10-01,"company00129","job0000137","US","PA","Chambersburg",4,86,"BANKS_AND_FINANCIAL_SERVICES,HEALTH_CARE","senior licensed practical nurse","mednurse",15197,2192,NA,46100,NA,"EN",0,1,"None",4,22,9
"139",2016-10-01,"company00130","job0000138","DE","HE","Frankfurt am Main",3.9,34,NA,"trainee","uncategorized",5183,842,NA,32100,NA,"DE",NA,NA,NA,3,22,0
"140",2016-10-01,"company00131","job0000139","US","IL","Hoffman Estates",0,NA,NA,"senior software engineer","techsoftware",2225,386,5,108300,NA,"EN",0,0,"Higher education",4,16,1
"141",2016-10-01,"company00132","job0000140","US","FL","Fort Lauderdale",3,58,NA,"payroll administrator","accounting",1781,308,3,37700,NA,"EN",0,0,"None",4,65,11
"142",2016-10-01,"company00107","job0000141","US","CA","Industry",3.8,92,NA,"executive assistant","admin",1123,197,5,34400,"USD","EN",0,0,"None",4,55,2
"143",2016-10-01,"company00133","job0000142","US","MN","Bigfork",3.8,49,"HEALTH_CARE","registered nurse - medical / surgical","mednurse",1045,145,3,57000,NA,"EN",0,1,"None",3,14,2
"144",2016-10-01,"company00134","job0000143","US","CA","Walnut Creek",3.9,39,NA,"benefits administrator","hr",1402,305,2,45100,"USD","EN",0,0,"Higher education",4,30,3
"145",2016-10-01,"company00135","job0000144","US","WI","Sun Prairie",3.3,129,NA,"caregiver","care",2132,335,NA,19500,NA,"EN",0,1,"None",3,32,13
"146",2016-10-01,"company00136","job0000145","US","TX","Houston",0,NA,NA,"retail sales associate","retail",1706,285,2,34900,NA,"EN",0,0,"None",3,6,4
"147",2016-10-01,"company00137","job0000146","US","SC","Jenkinsville",0,NA,NA,"electrical designer","science",2803,470,5,68400,NA,"EN",0,0,"Higher education",3,29,1
"148",2016-10-01,"company00090","job0000147","DE","BY","Würzburg",0,NA,NA,NA,NA,183,86,NA,25600,NA,"DE",NA,NA,NA,3,25,1
"149",2016-10-01,"company00138","job0000148","CA","ON","Toronto",3.2,102,NA,"mobile developer","techsoftware",2080,397,NA,87200,"CAD","EN",0,0,"Higher education",3,8,5
"150",2016-10-01,"company00139","job0000149","US","NH","West Lebanon",3.8,19,NA,"senior education consultant","sales",2582,451,NA,63900,NA,"EN",0,0,"None",3,23,0
"151",2016-10-01,"company00140","job0000150","CA","ON","Ottawa",0,NA,NA,"porter","hospitality",1917,349,NA,29900,NA,"EN",0,0,"None",2,39,30
"152",2016-10-01,"company00141","job0000151","DE","HE","Darmstadt",0,NA,NA,"mechaniker","manufacturing",1469,265,NA,25000,NA,"DE",NA,NA,NA,2,4,2
"153",2016-10-01,"company00142","job0000152","US","WV","Lewisburg",0,NA,NA,"bartender","food",770,191,NA,22200,NA,"EN",0,0,"None",2,12,2
"154",2016-10-01,"company00143","job0000153","US","MD","Suitland",4.4,76,NA,"analyst","math",2375,400,4,84000,NA,"EN",0,0,"None",2,25,3
"155",2016-10-01,"company00144","job0000154","US","GA","Kennesaw",4.2,241,"EDUCATION_AND_SCHOOLS","lecturer","education",1857,360,1,41400,NA,"EN",0,0,"Higher education",2,8,3
"156",2016-10-01,"company00145","job0000155","DE","BE","Berlin",0,NA,NA,"game tester","techsoftware",2617,467,NA,0,NA,"EN",0,0,"Higher education",1,34,18
"157",2016-10-01,"company00146","job0000156","US","TN","Smyrna",4.4,121,NA,"care specialist","care",2135,382,NA,34000,NA,"EN",0,1,"High school",1,14,0
"158",2016-10-01,"company00147","job0000157","US","OK","Norman",3.8,58,NA,"retail sales associate","retail",4371,695,0.5,51400,"USD","EN",0,0,"High school",1,27,5
"159",2016-10-01,"company00148","job0000158","US","FL","Bradenton",0,NA,NA,"shift leader","management",2432,494,1,25200,NA,"EN",0,0,"High school",1,10,2
"160",2016-10-01,"company00149","job0000159","US","FL","Tampa",0,NA,NA,"production assistant","admin",624,172,NA,23600,NA,"EN",0,1,"High school",1,38,6
"161",2016-10-01,"company00150","job0000160","US","IA","Des Moines",3.4,236,NA,"sales representative","sales",1800,323,NA,34500,NA,"EN",0,0,"None",0,16,0
"162",2016-10-01,"company00151","job0000161","US","CO","Colorado Springs",0,NA,NA,"housekeeper","sanitation",2288,375,NA,19500,NA,"EN",0,1,"None",1,55,18
"163",2016-10-01,"company00152","job0000162","DE","BY","München",0,NA,NA,"vertriebsmitarbeiter","sales",1568,269,NA,28800,NA,"DE",NA,NA,NA,1,21,3
"164",2016-10-01,"company00153","job0000163","US","GA","Atlanta",4,34,NA,"clinical technician","medtech",5016,745,1,26500,NA,"EN",0,1,"High school",1,71,12
"165",2016-10-01,"company00154","job0000164","US","MN","Chaska",3.7,89,NA,"quality assurance analyst","techinfo",2180,328,NA,40700,NA,"EN",0,0,"Higher education",1,16,1
"166",2016-10-01,"company00155","job0000165","US","AZ",NA,3,362,"TRANSPORT_AND_FREIGHT","truck driver","driver",2115,382,NA,50900,NA,"EN",0,1,"None",1,28,2
